SNAP,1211008,1345,DAILY,2.00,0.1350,0.1035,210,575.00,580.00,6079500,6184500,1184500
SNAP,1211012,1345,DAILY,2.00,0.1350,0.1035,210,575.00,580.00,6079500,6184500,1184500
SNAP,1211013,1345,DAILY,2.00,0.1350,0.1035,210,571.00,580.00,5995500,6184500,1184500
SNAP,1211014,1345,DAILY,2.00,0.1350,0.1035,210,573.00,580.00,6037500,6184500,1184500
SNAP,1211015,1345,DAILY,2.00,0.1350,0.1035,210,600.00,580.00,6604500,6184500,1184500
REBAL,1211018,1345,EXTRA,2.00,0.1350,0.1035,220,604.00,580.00,6688500,6688500,1688500
SNAP,1211018,1345,DAILY,2.00,0.1350,0.1035,0,590.00,0.00,6688500,6688500,1688500
SNAP,1211019,1345,DAILY,2.00,0.1350,0.1035,220,600.00,598.00,6732500,6688500,1688500
SNAP,1211020,1345,DAILY,2.00,0.1350,0.1035,220,598.00,598.00,6688500,6688500,1688500
REBAL,1211021,1345,FLAT,2.00,0.1350,0.1035,220,596.00,598.00,6644500,6688500,1688500
SNAP,1211021,1345,DAILY,2.00,0.1350,0.1035,220,596.00,598.00,6644500,6688500,1688500
SNAP,1211022,1345,DAILY,2.00,0.1350,0.1035,220,600.00,598.00,6732500,6688500,1688500
SNAP,1211025,1345,DAILY,2.00,0.1350,0.1035,220,593.00,598.00,6578500,6688500,1688500
SNAP,1211026,1345,DAILY,2.00,0.1350,0.1035,220,599.00,598.00,6710500,6688500,1688500
SNAP,1211027,1345,DAILY,2.00,0.1350,0.1035,220,599.00,598.00,6710500,6688500,1688500
SNAP,1211028,1345,DAILY,2.00,0.1350,0.1035,220,595.00,598.00,6622500,6688500,1688500
SNAP,1211029,1345,DAILY,2.00,0.1350,0.1035,220,590.00,598.00,6512500,6688500,1688500
SNAP,1211101,1345,DAILY,2.00,0.1350,0.1035,220,590.00,598.00,6512500,6688500,1688500
SNAP,1211102,1345,DAILY,2.00,0.1350,0.1035,220,592.00,598.00,6556500,6688500,1688500
SNAP,1211103,1345,DAILY,2.00,0.1350,0.1035,220,592.00,598.00,6556500,6688500,1688500
SNAP,1211104,1345,DAILY,2.00,0.1350,0.1035,220,587.00,598.00,6446500,6688500,1688500
SNAP,1211105,1345,DAILY,2.00,0.1350,0.1035,220,600.00,598.00,6732500,6688500,1688500
